customer_id,Total,Spend
65427,7,104494.38
7104,7,104481.61
13564,7,104480.7
21487,7,104477.41
93487,7,104455.38
7410,7,104450.69
17901,7,104449.01
93570,7,104434.04
16502,7,104430.06
24291,7,104423.07
950,7,104421.58
55099,7,104421.51
2182,7,104409.31
87479,7,104405.96
99936,7,104401.15
98860,7,104397.2
4513,7,104395.83
95321,7,104383.21
21417,7,104379.72
56655,7,104366.05
22737,7,104365.6
5752,7,104354.35
32646,7,104349.71
10673,7,104348.92
53703,7,104342.47
95069,7,104338.89
85633,7,104338.53
52767,7,104337.95
28543,7,104335.46
20765,7,104318.31
9848,7,104309.35
15971,7,104306.09
20922,7,104275.82
80,7,104271.19
18108,7,104264.5
5659,7,104255.74
4419,7,104250.44
21832,7,104249.96
48020,7,104246.23
17203,7,104245.04
90147,7,104216.73
40494,7,104196.07
75917,7,104181.51
59725,7,104177.27
923,7,104156.14
55576,7,104144.74
12244,7,104143.68
88958,7,104130.22
45973,7,104129.73
20010,7,104112.94
59243,7,104111.57
76983,7,104098.6
64306,7,104087.53
86335,7,104083.33
24896,7,104082.83
55417,7,104082.71
77579,7,104082.1
60811,7,104072.83
78217,7,104056.23
81266,7,104041.6
11108,7,104035.74
44492,7,104032.99
83686,7,104025.29
61214,7,104012.3
7322,7,104011.57
82110,7,104001.08
54854,7,103997.83
61532,7,103996.28
63050,7,103975.03
50885,7,103952.12
85936,7,103948.32
29950,7,103934.95
22447,7,103934.3
38106,7,103914.8
27983,7,103911.72
75602,7,103900.06
29964,7,103893.09
22431,7,103886.67
57658,7,103875.9
22500,7,103873.83
25750,7,103857.43
50174,7,103845.66
68013,7,103834.47
30536,7,103818.8
71835,7,103799.38
93789,7,103789.22
57632,7,103788.61
13096,7,103787.52
95885,7,103787.3
32023,7,103786.78
79160,7,103766.61
54050,7,103755.47
27326,7,103742.32
83235,7,103734.73
38894,7,103725.55
12948,7,103722.62
83674,7,103720.25
98285,7,103714.86
85062,7,103713.89
31879,7,103705.49
49664,7,103701.44
66035,7,103695.54
71275,7,103688.9
83416,7,103687.18
59578,7,103683.81
78967,7,103678.78
25178,7,103669.27
14146,7,103655.68
13885,7,103651.01
10449,7,103649.45
86769,7,103647.09
4985,7,103645.96
33848,7,103629.85
34161,7,103618.86
34901,7,103612.99
22576,7,103608.58
22403,7,103601.74
33633,7,103600.91
32117,7,103586.45
62283,7,103584.84
3886,7,103564.13
11075,7,103557.68
5975,7,103546.08
88680,7,103537.36
92665,7,103532.74
67227,7,103530.69
87766,7,103515.35
37228,7,103504.83
84261,7,103497.55
27994,7,103489.75
28508,7,103488.79
20496,7,103479.68
55837,7,103474.21
83013,7,103474.18
71624,7,103472.91
20023,7,103467.93
63975,7,103466.38
77842,7,103450.75
64921,7,103450.69
33492,7,103435.96
22787,7,103422.72
47576,7,103417.68
53401,7,103387.85
84935,7,103381.86
8022,7,103380.74
10709,7,103354.1
71656,7,103350.0
40296,7,103349.35
33048,7,103348.86
95570,7,103332.1
84144,7,103326.02
88441,7,103320.25
387,7,103313.95
29517,7,103311.22
76842,7,103311.08
16593,7,103299.01
44977,7,103297.04
60774,7,103294.79
12586,7,103286.13
36089,7,103281.47
19884,7,103279.28
94956,7,103279.0
20091,7,103276.37
24213,7,103275.43
35906,7,103263.08
1646,7,103243.48
84153,7,103238.08
90485,7,103222.2
47484,7,103221.6
6782,7,103219.16
69244,7,103216.86
93453,7,103211.32
31017,7,103209.49
22962,7,103180.78
80765,7,103170.94
25807,7,103169.48
5376,7,103168.6
16195,7,103157.07
10091,7,103150.39
88197,7,103140.12
81334,7,103119.48
77249,7,103102.32
36059,7,103101.61
67888,7,103096.54
17271,7,103096.35
62073,7,103089.35
16420,7,103085.62
92963,7,103082.06
98879,7,103074.97
97091,7,103054.94
72452,7,103042.29
39146,7,103039.24
13612,7,103034.18
85767,7,103034.17
79495,7,103029.75
23686,7,103019.17
90501,7,103000.24
44937,7,102997.85
21723,7,102993.79
82570,7,102991.24
1604,7,102983.2
53876,7,102982.45
20707,7,102981.17
82636,7,102967.56
46011,7,102952.91
56283,7,102950.71
98455,7,102925.0
51925,7,102922.39
82392,7,102898.81
27924,7,102898.04
86892,7,102889.0
60162,7,102885.96
61572,7,102885.72
4636,7,102883.89
16540,7,102873.14
52380,7,102865.64
83418,7,102864.94
52729,7,102856.68
2033,7,102852.57
88596,7,102849.59
24343,7,102837.29
13050,7,102830.6
73989,7,102827.48
30140,7,102826.18
36940,7,102807.38
66081,7,102805.91
26138,7,102800.08
84641,7,102786.05
87397,7,102784.75
59711,7,102781.45
79127,7,102774.02
80242,7,102767.06
41229,7,102766.99
22319,7,102765.18
40136,7,102764.33
26866,7,102753.23
14101,7,102749.09
51796,7,102748.47
54096,7,102741.29
26909,7,102731.21
30022,7,102708.13
73207,7,102700.55
34497,7,102694.4
962,7,102676.38
51373,7,102674.65
32219,7,102666.1
85303,7,102644.12
45754,7,102642.77
62363,7,102624.97
64216,7,102624.53
85132,7,102621.88
76743,7,102619.84
69759,7,102610.92
74302,7,102603.17
5620,7,102598.5
6494,7,102597.84
83243,7,102582.15
15445,7,102581.95
83896,7,102580.69
53088,7,102568.83
34018,7,102564.65
2364,7,102563.59
96707,7,102555.05
77855,7,102554.89
74084,7,102550.65
73776,7,102548.89
8877,7,102545.41
38403,7,102544.54
20078,7,102525.75
81802,7,102518.65
477,7,102507.45
50857,7,102506.34
26278,7,102497.98
2535,7,102496.53
61181,7,102493.13
22192,7,102491.42
55690,7,102491.08
36464,7,102486.67
79759,7,102482.4
24549,7,102476.33
43536,7,102467.51
69742,7,102464.57
23642,7,102457.9
31272,7,102451.57
74432,7,102449.53
2124,7,102444.65
78546,7,102439.29
59677,7,102432.7
87720,7,102426.88
73482,7,102414.14
84971,7,102397.74
91231,7,102388.77
51314,7,102375.22
73397,7,102373.18
51310,7,102364.79
45339,7,102362.71
39841,7,102356.41
84312,7,102352.83
24576,7,102349.38
47892,7,102346.22
33036,7,102337.55
39244,7,102313.96
44567,7,102307.91
98049,7,102307.85
96757,7,102303.79
51194,7,102292.55
1163,7,102292.4
78222,7,102277.09
77263,7,102272.49
68006,7,102257.65
15569,7,102255.17
80105,7,102248.51
45017,7,102236.86
94753,7,102235.89
48981,7,102227.48
57604,7,102219.76
57641,7,102218.55
9283,7,102218.17
68829,7,102211.11
85790,7,102192.23
72775,7,102191.54
15514,7,102173.83
70568,7,102171.39
14323,7,102169.43
73797,7,102154.63
51101,7,102151.46
66655,7,102132.5
21947,7,102116.87
76718,7,102116.31
76659,7,102110.85
28251,7,102101.49
75584,7,102085.58
96480,7,102084.95
67087,7,102081.49
96352,7,102077.7
61015,7,102071.59
34111,7,102070.82
99624,7,102066.93
78128,7,102058.75
53492,7,102055.54
64829,7,102033.05
3856,7,102027.46
56180,7,102024.5
70700,7,102024.36
16657,7,102015.48
19142,7,101996.28
25617,7,101989.93
56389,7,101987.74
17685,7,101977.17
33622,7,101968.14
38012,7,101965.67
21129,6,101954.07
69928,7,101947.17
41205,7,101944.67
31162,7,101941.37
36620,7,101940.04
67671,7,101936.17
71243,7,101935.84
6877,7,101928.95
23118,7,101927.83
19968,7,101927.24
62908,7,101926.11
43929,7,101925.06
43353,7,101923.42
78157,7,101907.43
74466,7,101906.5
221,7,101904.24
51435,7,101899.51
2035,7,101897.41
46611,7,101893.59
85100,7,101890.52
26788,7,101888.05
96371,7,101885.11
39731,7,101875.33
78169,7,101872.15
39561,7,101867.23
67607,7,101849.02
62539,7,101845.14
85923,7,101831.91
58642,7,101826.51
28139,7,101824.56
67498,7,101814.24
45641,7,101809.38
30402,7,101802.75
42550,7,101797.08
81569,7,101795.68
18149,7,101780.7
36698,7,101768.1
83216,7,101763.27
54587,7,101756.99
73891,7,101756.06
49909,7,101754.67
9495,7,101753.41
22150,7,101750.79
11340,7,101748.81
84912,7,101745.77
9776,7,101729.29
41565,7,101725.14
13978,7,101724.17
25226,7,101712.25
26870,7,101706.88
50662,7,101684.42
61790,7,101675.91
48620,7,101673.14
38030,7,101672.8
82138,7,101671.87
31107,7,101670.39
34699,7,101662.2
95567,7,101656.52
89794,7,101650.23
53572,7,101641.8
39320,7,101622.83
40745,7,101621.33
43001,7,101620.7
44063,7,101614.16
33058,7,101611.09
46529,7,101605.65
80233,7,101604.13
35416,7,101597.84
13028,7,101588.45
22879,7,101588.14
72579,7,101583.63
81040,7,101580.19
42318,7,101570.68
58036,7,101562.81
8241,7,101545.4
90262,7,101539.97
3507,7,101536.4
81855,7,101529.01
94113,7,101528.18
40476,7,101527.73
45321,7,101519.47
92777,7,101517.14
37850,7,101514.97
67610,7,101510.67
54570,7,101509.99
42807,7,101504.19
75928,7,101501.31
25051,7,101500.87
50100,7,101497.58
50614,7,101473.61
89007,7,101453.7
60423,7,101453.01
31805,7,101449.73
51513,7,101448.87
88957,7,101443.11
66710,7,101438.42
19057,7,101435.33
79619,7,101434.64
52428,7,101432.54
41686,7,101423.72
41569,7,101416.93
20632,7,101402.62
82641,7,101374.68
54824,7,101365.99
26257,7,101363.26
75366,7,101352.73
6781,7,101350.0
58037,7,101344.93
94710,7,101343.65
30621,7,101335.38
92015,7,101332.13
52405,7,101328.48
68878,7,101317.13
1715,7,101313.4
84372,7,101302.65
67197,7,101283.81
32752,7,101274.97
80087,7,101272.21
84196,7,101270.4
24996,7,101257.76
34930,7,101255.65
15437,7,101251.99
19194,7,101245.75
8933,7,101243.7
11668,7,101232.61
98707,7,101230.67
88886,7,101227.1
86193,7,101226.08
11383,7,101225.96
67933,7,101216.8
44140,7,101213.81
14052,7,101208.57
84475,7,101200.42
33596,7,101196.82
86242,7,101193.17
51,7,101184.09
14747,7,101168.75
95063,7,101167.2
69700,7,101153.39
35992,7,101146.33
95300,7,101139.15
3922,7,101122.54
22370,7,101103.72
54619,7,101102.91
7082,7,101093.88
10147,7,101091.16
65076,7,101090.1
39989,7,101088.11
18903,7,101054.62
60567,7,101042.13
47816,7,101025.58
65722,7,101021.91
65733,7,101021.79
57028,7,101020.02
52687,7,101009.55
26193,7,101005.08
62131,7,100993.18
34162,7,100990.13
94669,7,100989.58
67461,7,100982.79
59404,7,100966.63
93501,7,100954.78
94795,7,100953.32
21299,7,100952.4
46907,7,100951.83
88767,7,100951.03
33557,7,100944.44
91777,7,100941.95
88263,7,100932.82
50124,7,100925.57
26095,7,100898.73
92494,7,100895.19
53107,7,100883.83
79184,7,100880.48
36128,7,100880.34
24975,7,100877.87
42634,7,100876.0
56362,7,100874.31
46050,7,100872.4
53081,7,100865.99
25195,7,100856.4
73362,7,100836.24
9630,7,100836.0
28659,7,100835.99
6872,7,100834.76
28287,7,100830.94
72869,7,100826.62
59332,7,100808.45
98785,7,100807.38
52357,7,100804.69
8969,7,100796.38
46336,7,100791.14
97359,7,100789.13
87842,7,100786.62
60433,7,100784.42
88226,7,100776.27
67142,7,100772.42
7036,7,100772.27
98122,7,100757.6
34537,7,100749.06
94341,7,100746.89
88718,7,100726.54
41572,7,100719.43
1205,7,100717.33
41827,7,100704.26
69300,7,100686.27
23190,7,100680.04
90162,7,100668.75
98974,7,100667.99
34616,7,100663.63
9699,7,100661.79
21638,7,100661.69
48441,7,100651.78
33750,7,100649.55
51132,7,100645.5
45451,7,100642.16
90514,7,100634.69
89279,7,100631.85
96430,7,100630.7
8624,7,100630.02
24870,7,100625.7
26316,7,100614.53
21025,7,100611.5
58661,7,100601.24
21661,7,100600.17
23468,7,100596.0
75479,7,100589.35
33525,7,100586.66
16903,7,100583.73
47518,7,100555.56
33209,7,100544.41
53204,7,100541.24
41669,7,100537.65
13364,7,100514.07
52504,7,100494.86
4318,7,100485.04
98625,7,100480.66
95317,7,100478.42
26643,7,100474.62
37618,7,100456.76
25004,7,100456.24
71822,7,100455.29
11226,7,100452.65
133,7,100443.43
43693,7,100441.4
31600,7,100438.46
49256,7,100428.24
40624,7,100421.21
21943,7,100420.46
50143,7,100415.38
55386,7,100402.66
39546,7,100401.96
78498,7,100399.51
72188,7,100383.21
7277,7,100382.01
92362,7,100376.23
42952,7,100371.94
14103,7,100367.3
19440,7,100365.57
92325,7,100363.99
21874,7,100355.71
96961,7,100350.09
48350,7,100348.56
4403,7,100347.27
18317,7,100331.25
64985,7,100323.23
91958,7,100314.91
61266,7,100309.93
15607,7,100307.16
91187,7,100303.26
94619,7,100302.84
95555,7,100302.77
46860,7,100298.43
76372,7,100279.79
83075,7,100266.33
10243,7,100242.55
11485,7,100242.32
83181,7,100227.94
43579,7,100215.31
34620,7,100213.65
54739,7,100209.64
70194,7,100207.05
90099,7,100201.17
22338,7,100198.68
6642,7,100196.89
28021,7,100192.64
3054,7,100191.29
45495,7,100177.71
92176,7,100176.26
7852,7,100174.44
33213,7,100164.86
51486,7,100164.51
94930,7,100164.04
20488,7,100163.42
42451,7,100159.76
31146,7,100152.68
85874,7,100152.4
17028,7,100149.51
72285,7,100142.97
3118,7,100125.97
29264,7,100125.74
60430,7,100107.36
58805,7,100098.3
43822,7,100091.57
90114,7,100086.26
56625,7,100081.78
97582,7,100079.16
68400,7,100076.24
46981,7,100071.37
7348,7,100065.07
30901,7,100064.15
92217,7,100063.47
58599,7,100061.4
51463,7,100059.15
31518,7,100043.18
5652,7,100042.9
85972,7,100038.2
79504,7,100020.62
78412,7,100008.43
